,Местное время,T,meteostation
4599,2021-05-18 08:00:00,16.0,Оса
4607,2021-05-17 08:00:00,19.7,Оса
4615,2021-05-16 08:00:00,20.4,Оса
4623,2021-05-15 08:00:00,19.8,Оса
4631,2021-05-14 08:00:00,15.0,Оса
4639,2021-05-13 08:00:00,12.7,Оса
4647,2021-05-12 08:00:00,14.8,Оса
4655,2021-05-11 08:00:00,11.1,Оса
4663,2021-05-10 08:00:00,12.5,Оса
4671,2021-05-09 08:00:00,9.7,Оса
4679,2021-05-08 08:00:00,10.7,Оса
4687,2021-05-07 08:00:00,10.5,Оса
4695,2021-05-06 08:00:00,5.9,Оса
4703,2021-05-05 08:00:00,14.4,Оса
4711,2021-05-04 08:00:00,18.1,Оса
4719,2021-05-03 08:00:00,4.7,Оса
4727,2021-05-02 08:00:00,7.5,Оса
4735,2021-05-01 08:00:00,9.0,Оса
4743,2021-04-30 08:00:00,3.8,Оса
4751,2021-04-29 08:00:00,4.9,Оса
4759,2021-04-28 08:00:00,5.0,Оса
4767,2021-04-27 08:00:00,6.6,Оса
4775,2021-04-26 08:00:00,2.9,Оса
4783,2021-04-25 08:00:00,5.3,Оса
4791,2021-04-24 08:00:00,5.5,Оса
4799,2021-04-23 08:00:00,4.2,Оса
4807,2021-04-22 08:00:00,7.5,Оса
4815,2021-04-21 08:00:00,-0.4,Оса
4823,2021-04-20 08:00:00,-3.1,Оса
4831,2021-04-19 08:00:00,-0.6,Оса
4839,2021-04-18 08:00:00,1.5,Оса
4847,2021-04-17 08:00:00,0.7,Оса
4855,2021-04-16 08:00:00,4.6,Оса
4863,2021-04-15 08:00:00,4.7,Оса
4871,2021-04-14 08:00:00,3.2,Оса
4879,2021-04-13 08:00:00,0.3,Оса
4887,2021-04-12 08:00:00,1.5,Оса
4895,2021-04-11 08:00:00,8.9,Оса
4903,2021-04-10 08:00:00,2.0,Оса
4911,2021-04-09 08:00:00,4.3,Оса
4919,2021-04-08 08:00:00,1.8,Оса
4927,2021-04-07 08:00:00,2.0,Оса
4935,2021-04-06 08:00:00,-0.1,Оса
4943,2021-04-05 08:00:00,-1.2,Оса
4951,2021-04-04 08:00:00,1.2,Оса
4959,2021-04-03 08:00:00,1.2,Оса
4967,2021-04-02 08:00:00,2.2,Оса
4975,2021-04-01 08:00:00,0.9,Оса
4983,2021-03-31 08:00:00,-2.2,Оса
4991,2021-03-30 08:00:00,-7.2,Оса
4999,2021-03-29 08:00:00,-7.0,Оса
5007,2021-03-28 08:00:00,-8.8,Оса
5015,2021-03-27 08:00:00,0.7,Оса
5023,2021-03-26 08:00:00,-5.9,Оса
5031,2021-03-25 08:00:00,-9.4,Оса
5039,2021-03-24 08:00:00,-3.0,Оса
5047,2021-03-23 08:00:00,-2.9,Оса
5055,2021-03-22 08:00:00,-10.4,Оса
5063,2021-03-21 08:00:00,-9.1,Оса
5071,2021-03-20 08:00:00,-1.6,Оса
5079,2021-03-19 08:00:00,-4.1,Оса
5087,2021-03-18 08:00:00,-4.4,Оса
5095,2021-03-17 08:00:00,-3.6,Оса
5103,2021-03-16 08:00:00,-7.6,Оса
5111,2021-03-15 08:00:00,-8.8,Оса
5119,2021-03-14 08:00:00,-15.6,Оса
5127,2021-03-13 08:00:00,-23.4,Оса
5135,2021-03-12 08:00:00,-21.0,Оса
5143,2021-03-11 08:00:00,-29.3,Оса
5151,2021-03-10 08:00:00,-18.0,Оса
5159,2021-03-09 08:00:00,-17.5,Оса
5167,2021-03-08 08:00:00,-12.7,Оса
5175,2021-03-07 08:00:00,-27.6,Оса
5182,2021-03-06 08:00:00,-10.6,Оса
5190,2021-03-05 08:00:00,-4.0,Оса
5198,2021-03-04 08:00:00,-6.1,Оса
5206,2021-03-03 08:00:00,-5.6,Оса
5214,2021-03-02 08:00:00,-15.5,Оса
5222,2021-03-01 08:00:00,-13.4,Оса
5230,2021-02-28 08:00:00,-15.2,Оса
5238,2021-02-27 08:00:00,-15.9,Оса
5246,2021-02-26 08:00:00,-30.0,Оса
5254,2021-02-25 08:00:00,-36.6,Оса
5262,2021-02-24 08:00:00,-28.0,Оса
5270,2021-02-23 08:00:00,-31.1,Оса
5278,2021-02-22 08:00:00,-32.4,Оса
5286,2021-02-21 08:00:00,-31.8,Оса
5294,2021-02-20 08:00:00,-31.7,Оса
5302,2021-02-19 08:00:00,-25.2,Оса
5310,2021-02-18 08:00:00,-34.8,Оса
5314,2021-02-17 08:00:00,-27.2,Оса
5318,2021-02-16 08:00:00,-21.8,Оса
5331,2021-02-14 08:00:00,0.6,Оса
5339,2021-02-13 08:00:00,-9.0,Оса
5347,2021-02-12 08:00:00,-19.9,Оса
5355,2021-02-11 08:00:00,-32.3,Оса
5363,2021-02-10 08:00:00,-35.0,Оса
5371,2021-02-09 08:00:00,-26.6,Оса
5379,2021-02-08 08:00:00,-23.6,Оса
5387,2021-02-07 08:00:00,-15.9,Оса
5395,2021-02-06 08:00:00,0.9,Оса
5403,2021-02-05 08:00:00,-1.4,Оса
5411,2021-02-04 08:00:00,-11.4,Оса
5419,2021-02-03 08:00:00,-22.2,Оса
5427,2021-02-02 08:00:00,-7.6,Оса
5435,2021-02-01 08:00:00,-1.6,Оса
5443,2021-01-31 08:00:00,-1.6,Оса
5451,2021-01-30 08:00:00,-0.7,Оса
5459,2021-01-29 08:00:00,-11.9,Оса
5467,2021-01-28 08:00:00,-5.7,Оса
5475,2021-01-27 08:00:00,-6.0,Оса
5483,2021-01-26 08:00:00,-1.3,Оса
5491,2021-01-25 08:00:00,-2.6,Оса
5499,2021-01-24 08:00:00,-12.6,Оса
5507,2021-01-23 08:00:00,-24.1,Оса
5515,2021-01-22 08:00:00,-15.5,Оса
5523,2021-01-21 08:00:00,-21.6,Оса
5531,2021-01-20 08:00:00,-22.1,Оса
5539,2021-01-19 08:00:00,-28.8,Оса
5547,2021-01-18 08:00:00,-30.7,Оса
5555,2021-01-17 08:00:00,-12.4,Оса
5563,2021-01-16 08:00:00,-9.0,Оса
5571,2021-01-15 08:00:00,-8.5,Оса
5579,2021-01-14 08:00:00,-28.5,Оса
5587,2021-01-13 08:00:00,-30.4,Оса
5595,2021-01-12 08:00:00,-19.0,Оса
5603,2021-01-11 08:00:00,-17.0,Оса
5611,2021-01-10 08:00:00,-11.8,Оса
5619,2021-01-09 08:00:00,-7.5,Оса
5627,2021-01-08 08:00:00,-9.0,Оса
5635,2021-01-07 08:00:00,-12.0,Оса
5643,2021-01-06 08:00:00,-9.8,Оса
5651,2021-01-05 08:00:00,-8.1,Оса
5659,2021-01-04 08:00:00,-8.6,Оса
5667,2021-01-03 08:00:00,-8.8,Оса
5675,2021-01-02 08:00:00,-6.5,Оса
5683,2021-01-01 08:00:00,-8.7,Оса
5691,2020-12-31 08:00:00,-15.6,Оса
5699,2020-12-30 08:00:00,-19.8,Оса
5707,2020-12-29 08:00:00,-12.8,Оса
5715,2020-12-28 08:00:00,-7.1,Оса
5723,2020-12-27 08:00:00,-8.2,Оса
5731,2020-12-26 08:00:00,-8.2,Оса
5739,2020-12-25 08:00:00,-6.4,Оса
5747,2020-12-24 08:00:00,-5.5,Оса
5755,2020-12-23 08:00:00,-2.2,Оса
5763,2020-12-22 08:00:00,-7.4,Оса
5771,2020-12-21 08:00:00,-12.3,Оса
5779,2020-12-20 08:00:00,-28.2,Оса
5787,2020-12-19 08:00:00,-17.7,Оса
5795,2020-12-18 08:00:00,-6.1,Оса
5803,2020-12-17 08:00:00,-7.6,Оса
5811,2020-12-16 08:00:00,-9.7,Оса
5819,2020-12-15 08:00:00,-12.1,Оса
5827,2020-12-14 08:00:00,-9.4,Оса
5835,2020-12-13 08:00:00,-18.3,Оса
5843,2020-12-12 08:00:00,-15.4,Оса
5851,2020-12-11 08:00:00,-22.1,Оса
5859,2020-12-10 08:00:00,-22.6,Оса
5867,2020-12-09 08:00:00,-22.2,Оса
5875,2020-12-08 08:00:00,-21.1,Оса
5883,2020-12-07 08:00:00,-15.7,Оса
5891,2020-12-06 08:00:00,-15.6,Оса
5899,2020-12-05 08:00:00,-16.5,Оса
5907,2020-12-04 08:00:00,-9.1,Оса
5915,2020-12-03 08:00:00,-10.0,Оса
5923,2020-12-02 08:00:00,-9.5,Оса
5931,2020-12-01 08:00:00,-3.9,Оса
5939,2020-11-30 08:00:00,-10.1,Оса
5947,2020-11-29 08:00:00,-9.9,Оса
5955,2020-11-28 08:00:00,-20.4,Оса
5963,2020-11-27 08:00:00,-8.9,Оса
5971,2020-11-26 08:00:00,-4.5,Оса
5979,2020-11-25 08:00:00,-3.2,Оса
5987,2020-11-24 08:00:00,-5.7,Оса
5995,2020-11-23 08:00:00,-7.0,Оса
6003,2020-11-22 08:00:00,-9.9,Оса
6010,2020-11-21 08:00:00,-3.9,Оса
6018,2020-11-20 08:00:00,-3.8,Оса
6026,2020-11-19 08:00:00,-13.5,Оса
6034,2020-11-18 08:00:00,-16.2,Оса
6042,2020-11-17 08:00:00,-6.0,Оса
6050,2020-11-16 08:00:00,-18.1,Оса
6058,2020-11-15 08:00:00,-15.9,Оса
6066,2020-11-14 08:00:00,-6.3,Оса
6074,2020-11-13 08:00:00,-4.0,Оса
6082,2020-11-12 08:00:00,-2.8,Оса
6090,2020-11-11 08:00:00,-1.4,Оса
6098,2020-11-10 08:00:00,-1.0,Оса
6106,2020-11-09 08:00:00,1.6,Оса
6114,2020-11-08 08:00:00,0.1,Оса
6122,2020-11-07 08:00:00,2.9,Оса
6130,2020-11-06 08:00:00,3.2,Оса
6138,2020-11-05 08:00:00,0.5,Оса
6146,2020-11-04 08:00:00,-4.2,Оса
6154,2020-11-03 08:00:00,-3.7,Оса
6162,2020-11-02 08:00:00,-1.9,Оса
6169,2020-11-01 08:00:00,1.2,Оса
6177,2020-10-31 08:00:00,1.7,Оса
6185,2020-10-30 08:00:00,-4.0,Оса
6193,2020-10-29 08:00:00,-1.1,Оса
6201,2020-10-28 08:00:00,-1.4,Оса
6209,2020-10-27 08:00:00,-0.8,Оса
6217,2020-10-26 08:00:00,0.3,Оса
6225,2020-10-25 08:00:00,4.2,Оса
6233,2020-10-24 08:00:00,-0.1,Оса
6241,2020-10-23 08:00:00,-4.0,Оса
6249,2020-10-22 08:00:00,-0.2,Оса
6257,2020-10-21 08:00:00,0.1,Оса
6265,2020-10-20 08:00:00,1.8,Оса
6273,2020-10-19 08:00:00,7.1,Оса
6281,2020-10-18 08:00:00,1.5,Оса
6289,2020-10-17 08:00:00,1.4,Оса
6297,2020-10-16 08:00:00,10.6,Оса
6305,2020-10-15 08:00:00,7.5,Оса
6313,2020-10-14 08:00:00,10.0,Оса
6321,2020-10-13 08:00:00,5.1,Оса
6329,2020-10-12 08:00:00,1.0,Оса
6336,2020-10-11 08:00:00,8.7,Оса
6344,2020-10-10 08:00:00,8.4,Оса
6352,2020-10-09 08:00:00,6.5,Оса
6360,2020-10-08 08:00:00,-4.3,Оса
6368,2020-10-07 08:00:00,5.7,Оса
6376,2020-10-06 08:00:00,4.0,Оса
6384,2020-10-05 08:00:00,-6.1,Оса
6392,2020-10-04 08:00:00,1.7,Оса
6400,2020-10-03 08:00:00,0.5,Оса
6408,2020-10-02 08:00:00,0.9,Оса
6416,2020-10-01 08:00:00,0.1,Оса
6424,2020-09-30 08:00:00,0.9,Оса
6432,2020-09-29 08:00:00,1.4,Оса
6440,2020-09-28 08:00:00,0.7,Оса
6448,2020-09-27 08:00:00,-0.9,Оса
6456,2020-09-26 08:00:00,-0.4,Оса
6464,2020-09-25 08:00:00,-0.3,Оса
6472,2020-09-24 08:00:00,3.0,Оса
6480,2020-09-23 08:00:00,8.3,Оса
6488,2020-09-22 08:00:00,6.0,Оса
6496,2020-09-21 08:00:00,3.9,Оса
6504,2020-09-20 08:00:00,5.6,Оса
6512,2020-09-19 08:00:00,7.9,Оса
6520,2020-09-18 08:00:00,3.7,Оса
6528,2020-09-17 08:00:00,9.6,Оса
6536,2020-09-16 08:00:00,9.6,Оса
6544,2020-09-15 08:00:00,8.6,Оса
6552,2020-09-14 08:00:00,10.2,Оса
6560,2020-09-13 08:00:00,3.9,Оса
6568,2020-09-12 08:00:00,11.0,Оса
6576,2020-09-11 08:00:00,11.2,Оса
6584,2020-09-10 08:00:00,10.8,Оса
6592,2020-09-09 08:00:00,12.4,Оса
6600,2020-09-08 08:00:00,6.7,Оса
6608,2020-09-07 08:00:00,4.0,Оса
6615,2020-09-06 08:00:00,5.5,Оса
6623,2020-09-05 08:00:00,6.9,Оса
6631,2020-09-04 08:00:00,3.9,Оса
6639,2020-09-03 08:00:00,9.3,Оса
6647,2020-09-02 08:00:00,13.7,Оса
6655,2020-09-01 08:00:00,17.0,Оса
6663,2020-08-31 08:00:00,14.9,Оса
6671,2020-08-30 08:00:00,15.8,Оса
6679,2020-08-29 08:00:00,16.2,Оса
6687,2020-08-28 08:00:00,13.1,Оса
6695,2020-08-27 08:00:00,16.1,Оса
6703,2020-08-26 08:00:00,14.9,Оса
6711,2020-08-25 08:00:00,14.9,Оса
6719,2020-08-24 08:00:00,11.0,Оса
6727,2020-08-23 08:00:00,11.8,Оса
6735,2020-08-22 08:00:00,13.4,Оса
6743,2020-08-21 08:00:00,13.0,Оса
6751,2020-08-20 08:00:00,11.1,Оса
6759,2020-08-19 08:00:00,9.0,Оса
6767,2020-08-18 08:00:00,13.3,Оса
6775,2020-08-17 08:00:00,11.2,Оса
6783,2020-08-16 08:00:00,12.4,Оса
6791,2020-08-15 08:00:00,12.7,Оса
6799,2020-08-14 08:00:00,11.1,Оса
6807,2020-08-13 08:00:00,12.1,Оса
6815,2020-08-12 08:00:00,12.4,Оса
6823,2020-08-11 08:00:00,13.8,Оса
6831,2020-08-10 08:00:00,12.8,Оса
6839,2020-08-09 08:00:00,14.8,Оса
6847,2020-08-08 08:00:00,15.0,Оса
6855,2020-08-07 08:00:00,19.5,Оса
6863,2020-08-06 08:00:00,20.5,Оса
6871,2020-08-05 08:00:00,15.5,Оса
6879,2020-08-04 08:00:00,14.8,Оса
6887,2020-08-03 08:00:00,15.1,Оса
6895,2020-08-02 08:00:00,19.2,Оса
6903,2020-08-01 08:00:00,15.4,Оса
6911,2020-07-31 08:00:00,19.3,Оса
6919,2020-07-30 08:00:00,17.5,Оса
6927,2020-07-29 08:00:00,17.2,Оса
6935,2020-07-28 08:00:00,14.8,Оса
6943,2020-07-27 08:00:00,15.2,Оса
6951,2020-07-26 08:00:00,15.9,Оса
6959,2020-07-25 08:00:00,16.9,Оса
6967,2020-07-24 08:00:00,17.2,Оса
6975,2020-07-23 08:00:00,17.6,Оса
6983,2020-07-22 08:00:00,17.8,Оса
6991,2020-07-21 08:00:00,16.3,Оса
6999,2020-07-20 08:00:00,19.6,Оса
7007,2020-07-19 08:00:00,21.9,Оса
7015,2020-07-18 08:00:00,19.8,Оса
7023,2020-07-17 08:00:00,20.8,Оса
7031,2020-07-16 08:00:00,26.8,Оса
7039,2020-07-15 08:00:00,24.9,Оса
7047,2020-07-14 08:00:00,22.5,Оса
7055,2020-07-13 08:00:00,20.5,Оса
7063,2020-07-12 08:00:00,17.9,Оса
7071,2020-07-11 08:00:00,20.1,Оса
7079,2020-07-10 08:00:00,24.3,Оса
7087,2020-07-09 08:00:00,24.5,Оса
7095,2020-07-08 08:00:00,23.1,Оса
7103,2020-07-07 08:00:00,18.7,Оса
7111,2020-07-06 08:00:00,18.3,Оса
7117,2020-07-05 08:00:00,19.1,Оса
7122,2020-07-04 08:00:00,16.6,Оса
7130,2020-07-03 08:00:00,15.3,Оса
7138,2020-07-02 08:00:00,13.2,Оса
7144,2020-07-01 08:00:00,8.3,Оса
7149,2020-06-30 08:00:00,10.5,Оса
7155,2020-06-29 08:00:00,10.9,Оса
7163,2020-06-28 08:00:00,10.1,Оса
7169,2020-06-27 08:00:00,7.1,Оса
7177,2020-06-26 08:00:00,11.5,Оса
7185,2020-06-25 08:00:00,9.1,Оса
7193,2020-06-24 08:00:00,14.7,Оса
7200,2020-06-23 08:00:00,13.0,Оса
7208,2020-06-22 08:00:00,9.5,Оса
7216,2020-06-21 08:00:00,11.0,Оса
7224,2020-06-20 08:00:00,17.2,Оса
7232,2020-06-19 08:00:00,11.6,Оса
7240,2020-06-18 08:00:00,12.4,Оса
7248,2020-06-17 08:00:00,19.4,Оса
7256,2020-06-16 08:00:00,16.5,Оса
7264,2020-06-15 08:00:00,13.5,Оса
7272,2020-06-14 08:00:00,9.5,Оса
7280,2020-06-13 08:00:00,9.7,Оса
7288,2020-06-12 08:00:00,19.6,Оса
7296,2020-06-11 08:00:00,19.2,Оса
7304,2020-06-10 08:00:00,20.9,Оса
7312,2020-06-09 08:00:00,19.9,Оса
7320,2020-06-08 08:00:00,17.7,Оса
7328,2020-06-07 08:00:00,15.5,Оса
7336,2020-06-06 08:00:00,18.2,Оса
7344,2020-06-05 08:00:00,12.0,Оса
7352,2020-06-04 08:00:00,12.4,Оса
7360,2020-06-03 08:00:00,7.2,Оса
7368,2020-06-02 08:00:00,9.9,Оса
7376,2020-06-01 08:00:00,9.5,Оса
7384,2020-05-31 08:00:00,13.1,Оса
7392,2020-05-30 08:00:00,15.4,Оса
7400,2020-05-29 08:00:00,14.5,Оса
7408,2020-05-28 08:00:00,14.1,Оса
7416,2020-05-27 08:00:00,14.5,Оса
7424,2020-05-26 08:00:00,11.2,Оса
7432,2020-05-25 08:00:00,12.2,Оса
7440,2020-05-24 08:00:00,12.5,Оса
7448,2020-05-23 08:00:00,10.4,Оса
7456,2020-05-22 08:00:00,10.0,Оса
7464,2020-05-21 08:00:00,8.8,Оса
7472,2020-05-20 08:00:00,11.9,Оса
7480,2020-05-19 08:00:00,9.4,Оса
7488,2020-05-18 08:00:00,8.4,Оса
7496,2020-05-17 08:00:00,7.4,Оса
7504,2020-05-16 08:00:00,7.6,Оса
7512,2020-05-15 08:00:00,5.8,Оса
7520,2020-05-14 08:00:00,8.9,Оса
7528,2020-05-13 08:00:00,11.6,Оса
7536,2020-05-12 08:00:00,11.3,Оса
7544,2020-05-11 08:00:00,9.1,Оса
7552,2020-05-10 08:00:00,17.7,Оса
7560,2020-05-09 08:00:00,15.5,Оса
7568,2020-05-08 08:00:00,18.4,Оса
7576,2020-05-07 08:00:00,16.4,Оса
7584,2020-05-06 08:00:00,15.9,Оса
7592,2020-05-05 08:00:00,11.4,Оса
7600,2020-05-04 08:00:00,3.8,Оса
7608,2020-05-03 08:00:00,4.7,Оса
7616,2020-05-02 08:00:00,2.6,Оса
7624,2020-05-01 08:00:00,5.7,Оса
7632,2020-04-30 08:00:00,6.6,Оса
7640,2020-04-29 08:00:00,3.7,Оса
7648,2020-04-28 08:00:00,8.4,Оса
7656,2020-04-27 08:00:00,10.4,Оса
7664,2020-04-26 08:00:00,8.2,Оса
7672,2020-04-25 08:00:00,-0.6,Оса
7680,2020-04-24 08:00:00,-2.8,Оса
7688,2020-04-23 08:00:00,0.1,Оса
7694,2020-04-22 08:00:00,7.8,Оса
7702,2020-04-21 08:00:00,2.7,Оса
7710,2020-04-20 08:00:00,0.1,Оса
7718,2020-04-19 08:00:00,1.0,Оса
7726,2020-04-18 08:00:00,4.4,Оса
7734,2020-04-17 08:00:00,3.1,Оса
7742,2020-04-16 08:00:00,6.4,Оса
7750,2020-04-15 08:00:00,-0.5,Оса
7758,2020-04-14 08:00:00,0.4,Оса
7766,2020-04-13 08:00:00,1.8,Оса
7774,2020-04-12 08:00:00,6.3,Оса
7782,2020-04-11 08:00:00,7.3,Оса
7790,2020-04-10 08:00:00,2.9,Оса
7798,2020-04-09 08:00:00,0.4,Оса
7806,2020-04-08 08:00:00,-5.1,Оса
7814,2020-04-07 08:00:00,-1.9,Оса
7822,2020-04-06 08:00:00,-0.6,Оса
7830,2020-04-05 08:00:00,-1.0,Оса
7838,2020-04-04 08:00:00,2.7,Оса
7846,2020-04-03 08:00:00,0.4,Оса
7854,2020-04-02 08:00:00,-2.1,Оса
7862,2020-04-01 08:00:00,5.1,Оса
7870,2020-03-31 08:00:00,3.0,Оса
7878,2020-03-30 08:00:00,3.4,Оса
7886,2020-03-29 08:00:00,1.3,Оса
7894,2020-03-28 08:00:00,-1.3,Оса
7902,2020-03-27 08:00:00,-3.4,Оса
7910,2020-03-26 08:00:00,-1.6,Оса
7918,2020-03-25 08:00:00,1.4,Оса
7926,2020-03-24 08:00:00,-5.7,Оса
7934,2020-03-23 08:00:00,-13.7,Оса
7942,2020-03-22 08:00:00,-6.7,Оса
7950,2020-03-21 08:00:00,-1.5,Оса
7958,2020-03-20 08:00:00,1.4,Оса
7966,2020-03-19 08:00:00,3.2,Оса
7974,2020-03-18 08:00:00,-10.3,Оса
7982,2020-03-17 08:00:00,-6.4,Оса
7990,2020-03-16 08:00:00,-1.3,Оса
7998,2020-03-15 08:00:00,-2.0,Оса
8006,2020-03-14 08:00:00,2.0,Оса
8014,2020-03-13 08:00:00,2.9,Оса
8022,2020-03-12 08:00:00,2.2,Оса
8030,2020-03-11 08:00:00,2.6,Оса
8038,2020-03-10 08:00:00,1.1,Оса
8046,2020-03-09 08:00:00,1.0,Оса
8054,2020-03-08 08:00:00,-2.6,Оса
8062,2020-03-07 08:00:00,-5.3,Оса
8070,2020-03-06 08:00:00,-15.0,Оса
8078,2020-03-05 08:00:00,-7.9,Оса
8086,2020-03-04 08:00:00,0.1,Оса
8094,2020-03-03 08:00:00,1.6,Оса
8102,2020-03-02 08:00:00,-7.8,Оса
8110,2020-03-01 08:00:00,-1.5,Оса
8118,2020-02-29 08:00:00,1.0,Оса
8126,2020-02-28 08:00:00,0.6,Оса
8134,2020-02-27 08:00:00,-5.3,Оса
8142,2020-02-26 08:00:00,0.3,Оса
8150,2020-02-25 08:00:00,-1.1,Оса
8158,2020-02-24 08:00:00,-2.3,Оса
8166,2020-02-23 08:00:00,-6.0,Оса
8174,2020-02-22 08:00:00,-3.0,Оса
8182,2020-02-21 08:00:00,0.4,Оса
8190,2020-02-20 08:00:00,0.8,Оса
8198,2020-02-19 08:00:00,1.3,Оса
8206,2020-02-18 08:00:00,0.8,Оса
8214,2020-02-17 08:00:00,-9.2,Оса
8222,2020-02-16 08:00:00,-17.4,Оса
8230,2020-02-15 08:00:00,-14.8,Оса
8238,2020-02-14 08:00:00,-11.3,Оса
8246,2020-02-13 08:00:00,-14.4,Оса
8254,2020-02-12 08:00:00,-8.9,Оса
8262,2020-02-11 08:00:00,-7.3,Оса
8270,2020-02-10 08:00:00,-11.8,Оса
8278,2020-02-09 08:00:00,-28.8,Оса
8286,2020-02-08 08:00:00,-13.2,Оса
8294,2020-02-07 08:00:00,-11.9,Оса
8302,2020-02-06 08:00:00,-6.9,Оса
8310,2020-02-05 08:00:00,-2.8,Оса
8318,2020-02-04 08:00:00,0.9,Оса
8326,2020-02-03 08:00:00,-4.0,Оса
8334,2020-02-02 08:00:00,-4.3,Оса
8342,2020-02-01 08:00:00,-3.1,Оса
8350,2020-01-31 08:00:00,-2.5,Оса
8358,2020-01-30 08:00:00,-10.9,Оса
8366,2020-01-29 08:00:00,-24.1,Оса
8374,2020-01-28 08:00:00,-26.0,Оса
8382,2020-01-27 08:00:00,-14.4,Оса
8390,2020-01-26 08:00:00,-6.9,Оса
8398,2020-01-25 08:00:00,-9.9,Оса
8406,2020-01-24 08:00:00,-7.8,Оса
8414,2020-01-23 08:00:00,-3.5,Оса
8422,2020-01-22 08:00:00,-1.0,Оса
8430,2020-01-21 08:00:00,-5.1,Оса
8438,2020-01-20 08:00:00,-1.0,Оса
8446,2020-01-19 08:00:00,-3.3,Оса
8454,2020-01-18 08:00:00,-4.2,Оса
8462,2020-01-17 08:00:00,1.0,Оса
8470,2020-01-16 08:00:00,-2.1,Оса
8478,2020-01-15 08:00:00,-2.7,Оса
8486,2020-01-14 08:00:00,-2.0,Оса
8494,2020-01-13 08:00:00,-3.4,Оса
8502,2020-01-12 08:00:00,-5.1,Оса
8510,2020-01-11 08:00:00,-6.5,Оса
8518,2020-01-10 08:00:00,-3.7,Оса
8526,2020-01-09 08:00:00,-8.1,Оса
8534,2020-01-08 08:00:00,-10.0,Оса
8542,2020-01-07 08:00:00,-8.1,Оса
8550,2020-01-06 08:00:00,-2.8,Оса
8558,2020-01-05 08:00:00,-2.3,Оса
8566,2020-01-04 08:00:00,-0.2,Оса
8574,2020-01-03 08:00:00,-10.6,Оса
8582,2020-01-02 08:00:00,-13.4,Оса
8590,2020-01-01 08:00:00,-9.4,Оса
8598,2019-12-31 08:00:00,-10.1,Оса
8606,2019-12-30 08:00:00,-28.4,Оса
8614,2019-12-29 08:00:00,-9.6,Оса
8622,2019-12-28 08:00:00,-8.9,Оса
8630,2019-12-27 08:00:00,-15.1,Оса
8638,2019-12-26 08:00:00,-7.5,Оса
8646,2019-12-25 08:00:00,-4.1,Оса
8654,2019-12-24 08:00:00,-3.7,Оса
8662,2019-12-23 08:00:00,-5.6,Оса
8670,2019-12-22 08:00:00,-12.2,Оса
8678,2019-12-21 08:00:00,-10.7,Оса
8686,2019-12-20 08:00:00,-0.9,Оса
8694,2019-12-19 08:00:00,-3.8,Оса
8702,2019-12-18 08:00:00,-5.3,Оса
8710,2019-12-17 08:00:00,-5.3,Оса
8718,2019-12-16 08:00:00,-11.6,Оса
8726,2019-12-15 08:00:00,-15.5,Оса
8734,2019-12-14 08:00:00,-11.2,Оса
8742,2019-12-13 08:00:00,-6.7,Оса
8750,2019-12-12 08:00:00,-4.6,Оса
8758,2019-12-11 08:00:00,0.4,Оса
8766,2019-12-10 08:00:00,1.3,Оса
8774,2019-12-09 08:00:00,2.9,Оса
8782,2019-12-08 08:00:00,-0.3,Оса
8790,2019-12-07 08:00:00,0.6,Оса
8798,2019-12-06 08:00:00,-0.4,Оса
8806,2019-12-05 08:00:00,-11.4,Оса
8814,2019-12-04 08:00:00,-9.6,Оса
8822,2019-12-03 08:00:00,-10.9,Оса
8830,2019-12-02 08:00:00,-2.7,Оса
8838,2019-12-01 08:00:00,-2.1,Оса
8846,2019-11-30 08:00:00,-5.4,Оса
8854,2019-11-29 08:00:00,-6.3,Оса
8862,2019-11-28 08:00:00,-9.3,Оса
8870,2019-11-27 08:00:00,-12.1,Оса
8878,2019-11-26 08:00:00,-15.5,Оса
8886,2019-11-25 08:00:00,-5.2,Оса
8894,2019-11-24 08:00:00,-5.1,Оса
8902,2019-11-23 08:00:00,-9.6,Оса
8910,2019-11-22 08:00:00,-7.7,Оса
8918,2019-11-21 08:00:00,-21.6,Оса
8926,2019-11-20 08:00:00,-18.4,Оса
8934,2019-11-19 08:00:00,-14.7,Оса
8942,2019-11-18 08:00:00,-1.2,Оса
8950,2019-11-17 08:00:00,1.1,Оса
8958,2019-11-16 08:00:00,-0.4,Оса
8966,2019-11-15 08:00:00,-2.3,Оса
8974,2019-11-14 08:00:00,-7.9,Оса
8982,2019-11-13 08:00:00,-0.2,Оса
8990,2019-11-12 08:00:00,-1.8,Оса
8998,2019-11-11 08:00:00,-1.3,Оса
9006,2019-11-10 08:00:00,-5.0,Оса
9014,2019-11-09 08:00:00,-6.4,Оса
9022,2019-11-08 08:00:00,-2.7,Оса
9030,2019-11-07 08:00:00,7.9,Оса
9038,2019-11-06 08:00:00,4.3,Оса
9046,2019-11-05 08:00:00,0.8,Оса
9054,2019-11-04 08:00:00,-4.1,Оса
9062,2019-11-03 08:00:00,-1.9,Оса
9070,2019-11-02 08:00:00,-7.0,Оса
9078,2019-11-01 08:00:00,-6.7,Оса
9086,2019-10-31 08:00:00,-3.9,Оса
9094,2019-10-30 08:00:00,-3.8,Оса
9102,2019-10-29 08:00:00,-2.9,Оса
9110,2019-10-28 08:00:00,4.9,Оса
9118,2019-10-27 08:00:00,8.4,Оса
9126,2019-10-26 08:00:00,4.5,Оса
